GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
29896	7.28e-03	1.15e-04	0.2074	-3.8561702	-0.79960564	580.5	TRA2A	transformer 2 alpha homolog
84230	7.49e-03	1.19e-04	0.2797	3.8480561	1.07624343	2161.31	LRRC8C	leucine rich repeat containing 8 VRAC subunit C
26037	7.54e-03	1.20e-04	0.2289	3.84523	0.88002671	2184.09	SIPA1L1	signal induced proliferation associated 1 like 1
950	7.56e-03	1.21e-04	0.2779	3.8436768	1.06814272	3246.74	SCARB2	scavenger receptor class B member 2
1639	7.62e-03	1.23e-04	0.1776	3.8406575	0.68207163	2755.01	DCTN1	dynactin subunit 1
3310	7.63e-03	1.24e-04	0.8822	-3.8382161	-3.38615518	3937.57	HSPA6	heat shock protein family A (Hsp70) member 6
11157	7.63e-03	1.24e-04	0.1444	-3.8387198	-0.55418702	477.56	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated
26851	7.69e-03	1.25e-04	0.5604	-3.8352421	-2.14924894	76.35	SNORD3B-1	small nucleolar RNA, C/D box 3B-1
9060	7.90e-03	1.29e-04	0.2697	3.8278149	1.03227491	419.96	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
107985353	8.25e-03	1.36e-04	0.2075	3.8161019	0.79169564	77.18	ACBD3-AS1	ACBD3 antisense RNA 1
7903	8.26e-03	1.36e-04	0.1935	3.814802	0.73803511	2916.55	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
113675	8.35e-03	1.39e-04	0.2648	3.8106014	1.00896922	113.28	SDSL	serine dehydratase like
143	8.35e-03	1.39e-04	0.2359	3.8096052	0.89878559	3721.36	PARP4	poly(ADP-ribose) polymerase family member 4
3320	8.35e-03	1.39e-04	0.695	-3.8091344	-2.64727694	17966.83	HSP90AA1	heat shock protein 90 alpha family class A member 1
115361	8.44e-03	1.42e-04	0.5733	3.8053376	2.18168895	2595.93	GBP4	guanylate binding protein 4
3426	8.45e-03	1.42e-04	1.5582	3.8042008	5.92766874	6.11	CFI	complement factor I
10038	8.47e-03	1.43e-04	0.2621	-3.8025049	-0.99674794	203.54	PARP2	poly(ADP-ribose) polymerase 2
5939	8.47e-03	1.44e-04	0.3346	3.8013586	1.27192153	391.6	RBMS2	RNA binding motif single stranded interacting protein 2
105378616	8.60e-03	1.47e-04	0.5285	-3.7967511	-2.00670326	19.66	TAF12-DT	TAF12 divergent transcript
440918	8.79e-03	1.50e-04	0.5666	-3.790379	-2.14780386	30.47	FLJ46875	uncharacterized LOC440918
10973	8.85e-03	1.53e-04	0.1715	3.7866345	0.64930582	957.92	ASCC3	activating signal cointegrator 1 complex subunit 3
3503	8.85e-03	1.52e-04	0.9206	3.7874878	3.48675416	84.57	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker)
652276	8.87e-03	1.54e-04	0.4129	-3.7851675	-1.56286371	89.36	LOC652276	potassium channel tetramerization domain containing 5 pseudogene
94240	9.12e-03	1.59e-04	0.6612	3.7771122	2.49748466	1968.09	EPSTI1	epithelial stromal interaction 1
7052	9.12e-03	1.59e-04	0.6727	3.7764232	2.54033079	505.69	TGM2	transglutaminase 2
4023	9.19e-03	1.61e-04	0.3527	3.7735132	1.33080901	144.2	LPL	lipoprotein lipase
6780	9.29e-03	1.63e-04	0.114	3.769718	0.42966221	1368.43	STAU1	staufen double-stranded RNA binding protein 1
241	9.31e-03	1.64e-04	0.3456	-3.7682514	-1.30249258	2665.88	ALOX5AP	arachidonate 5-lipoxygenase activating protein
4893	9.34e-03	1.66e-04	0.1823	3.7656335	0.68641113	1928.4	NRAS	NRAS proto-oncogene, GTPase
22926	9.34e-03	1.66e-04	0.1351	3.7656765	0.50873675	2301.03	ATF6	activating transcription factor 6
6546	9.46e-03	1.69e-04	0.1912	3.7606427	0.7189674	1503.87	SLC8A1	solute carrier family 8 member A1
4360	9.46e-03	1.70e-04	0.7528	3.7604758	2.83089231	413.14	MRC1	mannose receptor C-type 1
10236	9.59e-03	1.73e-04	0.0972	3.7561993	0.36499473	3458.79	HNRNPR	heterogeneous nuclear ribonucleoprotein R
347716	9.65e-03	1.75e-04	0.5743	-3.7526297	-2.15513137	18.15	USP32P3	ubiquitin specific peptidase 32 pseudogene 3
4125	9.65e-03	1.75e-04	0.1689	3.7529095	0.63377244	12216.67	MAN2B1	mannosidase alpha class 2B member 1
285761	9.68e-03	1.76e-04	0.3976	3.7509453	1.49131927	147.64	DCBLD1	discoidin, CUB and LCCL domain containing 1
105374843	9.86e-03	1.80e-04	1.2345	3.7454996	4.62398575	9.61	LOC105374843	uncharacterized LOC105374843
123720	1.00e-02	1.84e-04	0.2538	-3.7401545	-0.94939133	207.98	WHAMM	WASP homolog associated with actin, golgi membranes and microtubules
100302111	1.00e-02	1.84e-04	0.2671	3.7394549	0.9986882	66.95	MIR1184-1	microRNA 1184-1
51363	1.01e-02	1.87e-04	0.224	3.7366232	0.83698	4345.01	CHST15	carbohydrate sulfotransferase 15
23015	1.01e-02	1.87e-04	1.0415	-3.735926	-3.89078773	81.04	GOLGA8A	golgin A8 family member A
23352	1.01e-02	1.89e-04	0.2272	-3.7337393	-0.84825752	1181.02	UBR4	ubiquitin protein ligase E3 component n-recognin 4
4535	1.01e-02	1.89e-04	0.246	-3.7334835	-0.91833148	5041.98	ND1	NADH dehydrogenase subunit 1
200916	1.02e-02	1.91e-04	0.2831	-3.7304991	-1.05604195	92.85	RPL22L1	ribosomal protein L22 like 1
27072	1.04e-02	1.95e-04	0.1788	3.7256014	0.6661757	1595.81	VPS41	VPS41 subunit of HOPS complex
686	1.05e-02	1.98e-04	0.1559	3.7215918	0.58037484	355.3	BTD	biotinidase
126669	1.09e-02	2.10e-04	0.1624	-3.7065397	-0.60204434	497.21	SHE	Src homology 2 domain containing E
100505876	1.09e-02	2.10e-04	0.1671	-3.7062825	-0.61941241	388.57	CEBPZOS	CEBPZ opposite strand
112268426	1.09e-02	2.09e-04	0.4107	-3.7073895	-1.52245594	348.32	LOC112268426	
717	1.09e-02	2.09e-04	0.6302	3.7073388	2.33649685	781.18	C2	complement C2
4600	1.09e-02	2.09e-04	0.4941	3.7081021	1.83208074	3647.03	MX2	MX dynamin like GTPase 2
140735	1.10e-02	2.13e-04	0.4747	-3.7036214	-1.75804495	31.27	DYNLL2	dynein light chain LC8-type 2
3336	1.12e-02	2.17e-04	0.6885	-3.6985005	-2.54629349	1392.46	HSPE1	heat shock protein family E (Hsp10) member 1
3480	1.14e-02	2.22e-04	0.3824	-3.6921163	-1.41192326	105.43	IGF1R	insulin like growth factor 1 receptor
147727	1.14e-02	2.23e-04	0.1865	-3.691411	-0.68846404	281.56	ILF3-DT	ILF3 divergent transcript
347862	1.16e-02	2.27e-04	0.2921	-3.6866336	-1.07682959	141.06	GATD1	glutamine amidotransferase class 1 domain containing 1
4692	1.19e-02	2.34e-04	0.5833	3.6792011	2.14593443	42.76	NDN	necdin, MAGE family member
51192	1.22e-02	2.41e-04	0.1749	-3.6718492	-0.6421035	580.98	CKLF	chemokine like factor
57326	1.24e-02	2.48e-04	0.1997	3.6642522	0.73163316	977.54	PBXIP1	PBX homeobox interacting protein 1
106635540	1.24e-02	2.49e-04	0.6646	-3.6629631	-2.43447902	110.32	SNORA105B	small nucleolar RNA, H/ACA box 105B
286140	1.24e-02	2.46e-04	0.3036	-3.666282	-1.11312967	44.53	RNF5P1	ring finger protein 5 pseudogene 1
81796	1.24e-02	2.45e-04	0.2731	-3.6674874	-1.00155328	302.63	SLCO5A1	solute carrier organic anion transporter family member 5A1
57623	1.24e-02	2.49e-04	0.1956	3.6633476	0.71652858	165.75	ZFAT	zinc finger and AT-hook domain containing
5781	1.24e-02	2.49e-04	0.1607	3.6629454	0.58845375	1421.99	PTPN11	protein tyrosine phosphatase non-receptor type 11
146857	1.24e-02	2.50e-04	0.2811	3.6623246	1.02965424	310.74	SLFN13	schlafen family member 13
558	1.24e-02	2.46e-04	1.0995	3.6668718	4.03186448	72.96	AXL	AXL receptor tyrosine kinase
91289	1.25e-02	2.53e-04	0.1608	3.6594389	0.5883551	709	LMF2	lipase maturation factor 2
9712	1.25e-02	2.54e-04	0.1571	3.6585631	0.57483597	445.3	USP6NL	USP6 N-terminal like
23208	1.26e-02	2.58e-04	0.3557	3.6537744	1.29961801	738.64	SYT11	synaptotagmin 11
2212	1.26e-02	2.61e-04	0.1713	3.6514783	0.62560829	11910.6	FCGR2A	Fc gamma receptor IIa
629	1.26e-02	2.60e-04	0.7755	3.6523154	2.83223289	110	CFB	complement factor B
26832	1.26e-02	2.60e-04	1.018	-3.6526189	-3.71826287	7.64	RNU5B-1	RNA, U5B small nuclear 1
11274	1.27e-02	2.63e-04	0.9653	3.6489991	3.52235692	509.37	USP18	ubiquitin specific peptidase 18
10990	1.27e-02	2.65e-04	0.6222	3.647565	2.26943796	70.7	LILRB5	leukocyte immunoglobulin like receptor B5
824	1.28e-02	2.67e-04	0.1441	3.645752	0.52518374	12675.06	CAPN2	calpain 2
2537	1.29e-02	2.72e-04	0.8749	3.6406366	3.18508284	4298.35	IFI6	interferon alpha inducible protein 6
8737	1.29e-02	2.72e-04	0.1735	3.6405744	0.63154746	922.51	RIPK1	receptor interacting serine/threonine kinase 1
22803	1.29e-02	2.72e-04	0.1244	3.6406647	0.45307686	3661.38	XRN2	5'-3' exoribonuclease 2
6154	1.31e-02	2.77e-04	0.2262	-3.6363202	-0.8226625	1784.57	RPL26	ribosomal protein L26
55	1.33e-02	2.81e-04	0.1577	3.6320807	0.5727141	1053.35	ACP3	acid phosphatase 3
10808	1.36e-02	2.89e-04	0.7027	-3.6246599	-2.54720041	5732.46	HSPH1	heat shock protein family H (Hsp110) member 1
10964	1.39e-02	2.97e-04	0.9366	3.6180318	3.38872061	1124.19	IFI44L	interferon induced protein 44 like
9556	1.39e-02	2.96e-04	0.1308	-3.6185773	-0.47344583	1644.12	ATP5MJ	ATP synthase membrane subunit j
54097	1.39e-02	2.99e-04	1.3887	3.6160357	5.02141424	27.02	FAM3B	FAM3 metabolism regulating signaling molecule B
3329	1.40e-02	3.01e-04	0.5654	-3.614702	-2.04393235	4667.52	HSPD1	heat shock protein family D (Hsp60) member 1
9023	1.42e-02	3.07e-04	0.7639	-3.6096608	-2.75754535	44.82	CH25H	cholesterol 25-hydroxylase
4041	1.43e-02	3.10e-04	0.8462	3.6068273	3.05216549	18.09	LRP5	LDL receptor related protein 5
9320	1.43e-02	3.13e-04	0.2173	3.6041912	0.78307948	3363.18	TRIP12	thyroid hormone receptor interactor 12
5925	1.43e-02	3.12e-04	0.2002	3.6049525	0.72187285	2639.4	RB1	RB transcriptional corepressor 1
101929007	1.43e-02	3.12e-04	0.6594	-3.6052638	-2.37745214	32.41	LOC101929007	uncharacterized LOC101929007
101060226	1.43e-02	3.14e-04	0.4754	-3.6033469	-1.71300719	857.8	NBPF19	NBPF member 19
105379189	1.44e-02	3.17e-04	0.2692	3.600917	0.969265	62.6	LOC105379189	uncharacterized LOC105379189
6237	1.44e-02	3.16e-04	0.2958	3.6016332	1.06547244	859.29	RRAS	RAS related
11237	1.50e-02	3.33e-04	0.242	-3.5884124	-0.86827989	1111.84	RNF24	ring finger protein 24
667	1.51e-02	3.35e-04	0.288	-3.5862262	-1.03276563	286.89	DST	dystonin
7532	1.51e-02	3.37e-04	0.1671	-3.5852403	-0.59900982	199.54	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
1820	1.51e-02	3.38e-04	0.1882	-3.5846718	-0.6746334	391.37	ARID3A	AT-rich interaction domain 3A
79811	1.52e-02	3.40e-04	0.1649	-3.5829582	-0.59098375	1132.55	SLTM	SAFB like transcription modulator
6614	1.52e-02	3.40e-04	0.918	3.5824292	3.2885693	2239.13	SIGLEC1	sialic acid binding Ig like lectin 1
9295	1.53e-02	3.45e-04	0.2224	-3.579306	-0.79619291	1819.09	SRSF11	serine and arginine rich splicing factor 11
9531	1.53e-02	3.45e-04	0.9046	-3.5789713	-3.23751461	1448.26	BAG3	BAG cochaperone 3
7415	1.53e-02	3.47e-04	0.1926	3.5774622	0.68885468	8673.05	VCP	valosin containing protein
9092	1.54e-02	3.50e-04	0.1818	3.5751315	0.65013527	1412.27	SART1	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP
9603	1.55e-02	3.54e-04	0.4746	3.5720591	1.69539711	688.81	NFE2L3	NFE2 like bZIP transcription factor 3
6882	1.56e-02	3.59e-04	0.1218	-3.5688392	-0.43482804	477.82	TAF11	TATA-box binding protein associated factor 11
122042	1.56e-02	3.56e-04	0.3013	-3.5705919	-1.0759671	108.69	RXFP2	relaxin family peptide receptor 2
79612	1.56e-02	3.58e-04	0.2472	-3.5691986	-0.88230599	316.89	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit
55066	1.56e-02	3.59e-04	0.2703	3.568519	0.96469132	502.6	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
650669	1.57e-02	3.62e-04	0.4843	3.5660743	1.72695652	27.27	GAS6-AS1	GAS6 antisense RNA 1
55832	1.57e-02	3.64e-04	0.118	3.564839	0.42050558	1526.31	CAND1	cullin associated and neddylation dissociated 1
92960	1.61e-02	3.74e-04	0.5071	3.5577626	1.8042392	35.34	PEX11G	peroxisomal biogenesis factor 11 gamma
353514	1.67e-02	3.89e-04	0.3377	3.5476912	1.19801653	2529.56	LILRA5	leukocyte immunoglobulin like receptor A5
100873954	1.67e-02	3.91e-04	0.2058	3.546147	0.72986647	344.58	SNRK-AS1	SNRK antisense RNA 1
9844	1.68e-02	3.94e-04	0.1247	3.5439361	0.44187683	2648.82	ELMO1	engulfment and cell motility 1
4257	1.68e-02	3.97e-04	0.1626	-3.5423577	-0.5758786	1404.31	MGST1	microsomal glutathione S-transferase 1
215	1.72e-02	4.06e-04	0.1491	3.5359198	0.52704587	454.62	ABCD1	ATP binding cassette subfamily D member 1
3429	1.74e-02	4.14e-04	1.5642	3.5311553	5.52331097	795.62	IFI27	interferon alpha inducible protein 27
2359	1.74e-02	4.13e-04	0.6387	3.5318432	2.25567115	401.1	FPR3	formyl peptide receptor 3
9647	1.74e-02	4.12e-04	0.1843	3.5324357	0.6510888	2558.5	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
5379	1.74e-02	4.16e-04	0.217	-3.5298224	-0.76611274	158.77	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1
162394	1.78e-02	4.26e-04	0.5922	3.5234169	2.08646578	979.75	SLFN5	schlafen family member 5
374955	1.79e-02	4.30e-04	0.1742	3.5210483	0.61339815	431.12	SPATA21	spermatogenesis associated 21
105378020	1.79e-02	4.32e-04	1.0559	3.5199619	3.71670117	29.34	LINC02528	long intergenic non-protein coding RNA 2528
81553	1.80e-02	4.34e-04	0.2319	3.5183192	0.81589741	7052.28	CYRIA	CYFIP related Rac1 interactor A
55599	1.81e-02	4.39e-04	0.308	-3.5154316	-1.08289426	262.96	RNPC3	RNA binding region (RNP1, RRM) containing 3
22883	1.83e-02	4.44e-04	0.203	3.5124737	0.71318663	808.57	CLSTN1	calsyntenin 1
586	1.84e-02	4.48e-04	0.3234	3.510185	1.13502848	398.58	BCAT1	branched chain amino acid transaminase 1
2580	1.85e-02	4.53e-04	0.1708	3.5073536	0.59903933	2917.34	GAK	cyclin G associated kinase
4939	1.86e-02	4.54e-04	0.7223	3.5063042	2.53253214	6963.83	OAS2	2'-5'-oligoadenylate synthetase 2
1612	1.88e-02	4.64e-04	0.2266	3.5008444	0.79329814	3262.61	DAPK1	death associated protein kinase 1
23075	1.88e-02	4.63e-04	0.1518	3.501183	0.53156107	1669.95	SWAP70	switching B cell complex subunit SWAP70
3689	1.89e-02	4.66e-04	0.1487	3.4994934	0.52047312	79997.65	ITGB2	integrin subunit beta 2
107986991	1.90e-02	4.70e-04	0.3897	-3.4971418	-1.36266531	60.87	LOC107986991	
90624	1.93e-02	4.81e-04	0.2381	-3.490991	-0.83110638	165.36	LYRM7	LYR motif containing 7
55304	1.93e-02	4.80e-04	1.6161	3.4916978	5.64302285	8.3	SPTLC3	serine palmitoyltransferase long chain base subunit 3
4538	1.95e-02	4.88e-04	0.2182	-3.4873483	-0.76078822	12932.36	ND4	NADH dehydrogenase subunit 4
338692	1.98e-02	4.96e-04	0.1825	-3.4826813	-0.63570309	603.23	ANKRD13D	ankyrin repeat domain 13D
1500	1.98e-02	4.98e-04	0.2205	3.4819386	0.76787214	1012.41	CTNND1	catenin delta 1
88455	2.00e-02	5.04e-04	0.1856	3.4785508	0.64576091	2645.7	ANKRD13A	ankyrin repeat domain 13A
79613	2.01e-02	5.07e-04	0.1578	3.4772145	0.54884714	642.15	TANGO6	transport and golgi organization 6 homolog
202	2.02e-02	5.10e-04	0.1138	3.4754227	0.3956406	2701.12	CRYBG1	crystallin beta-gamma domain containing 1
339942	2.03e-02	5.14e-04	0.4633	-3.4731574	-1.6092176	15.29	H1-10-AS1	H1-10 antisense RNA 1
50862	2.05e-02	5.21e-04	0.2723	3.4697812	0.94478545	1579.49	RNF141	ring finger protein 141
83737	2.05e-02	5.23e-04	0.2126	3.4687907	0.73737138	1068.8	ITCH	itchy E3 ubiquitin protein ligase
84524	2.07e-02	5.30e-04	0.3416	-3.4649516	-1.18366412	66.43	ZC3H8	zinc finger CCCH-type containing 8
56252	2.09e-02	5.37e-04	0.1434	3.4615668	0.49649625	698.93	YLPM1	YLP motif containing 1
100874085	2.09e-02	5.37e-04	0.2509	3.4615491	0.86859963	264.12	NUCB1-AS1	NUCB1 antisense RNA 1
8520	2.10e-02	5.43e-04	0.209	3.4587724	0.72285536	1316.44	HAT1	histone acetyltransferase 1
100289495	2.10e-02	5.43e-04	0.3536	-3.4586841	-1.22292376	32.93	LOC100289495	uncharacterized LOC100289495
91663	2.10e-02	5.43e-04	0.4625	3.4587081	1.59958861	10264.39	MYADM	myeloid associated differentiation marker
80745	2.14e-02	5.56e-04	0.2973	-3.4523713	-1.02631097	126.54	THUMPD2	THUMP domain containing 2
101928963	2.14e-02	5.57e-04	0.3724	-3.4519571	-1.28547156	26.26	HNRNPD-DT	HNRNPD divergent transcript
5211	2.15e-02	5.62e-04	0.1522	3.4490851	0.52511002	4664.09	PFKL	phosphofructokinase, liver type
150209	2.15e-02	5.62e-04	0.3333	-3.4491934	-1.14973413	86.91	AIFM3	apoptosis inducing factor mitochondria associated 3
152518	2.16e-02	5.68e-04	0.458	-3.4462593	-1.57850667	200.59	NFXL1	nuclear transcription factor, X-box binding like 1
196792	2.16e-02	5.69e-04	0.5103	-3.4457879	-1.75825234	24.95	FAM24B	family with sequence similarity 24 member B
8239	2.16e-02	5.67e-04	0.1353	3.4471649	0.46653624	1800.16	USP9X	ubiquitin specific peptidase 9 X-linked
80228	2.16e-02	5.72e-04	0.2688	3.4443455	0.92582479	1313.91	ORAI2	ORAI calcium release-activated calcium modulator 2
1213	2.16e-02	5.72e-04	0.1677	3.4445348	0.57749527	7527.86	CLTC	clathrin heavy chain
6606	2.16e-02	5.75e-04	0.261	-3.4429753	-0.89848246	377.21	SMN1	survival of motor neuron 1, telomeric
105370910	2.18e-02	5.80e-04	0.687	-3.4408443	-2.3637768	99.25	LOC105370910	uncharacterized LOC105370910
5273	2.19e-02	5.86e-04	0.5853	-3.4379258	-2.01214744	353.79	SERPINB10	serpin family B member 10
6607	2.21e-02	5.92e-04	0.2875	-3.4353523	-0.98767108	357.18	SMN2	survival of motor neuron 2, centromeric
3959	2.22e-02	5.96e-04	0.9013	3.4332184	3.0942443	2527.5	LGALS3BP	galectin 3 binding protein
10462	2.23e-02	6.00e-04	0.4106	3.4316621	1.40907371	820.9	CLEC10A	C-type lectin domain containing 10A
6235	2.24e-02	6.04e-04	0.2975	-3.4297731	-1.02042852	1476.84	RPS29	ribosomal protein S29
8638	2.24e-02	6.07e-04	0.7476	3.4284939	2.56311725	1490.12	OASL	2'-5'-oligoadenylate synthetase like
57460	2.32e-02	6.29e-04	0.2885	-3.4186739	-0.98640627	179.11	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H
840	2.33e-02	6.33e-04	0.3507	3.4170918	1.19837122	840.27	CASP7	caspase 7
22930	2.34e-02	6.39e-04	0.2106	3.4146715	0.71904637	608.86	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
9734	2.34e-02	6.42e-04	0.2934	-3.4133873	-1.00141048	646.87	HDAC9	histone deacetylase 9
51526	2.34e-02	6.40e-04	0.3277	-3.4138628	-1.11885043	1219.33	OSER1	oxidative stress responsive serine rich 1
200162	2.38e-02	6.54e-04	0.6779	3.408181	2.31028111	28.03	SPAG17	sperm associated antigen 17
387680	2.39e-02	6.58e-04	0.1377	3.406618	0.46899345	2881.59	WASHC2A	WASH complex subunit 2A
5447	2.40e-02	6.63e-04	0.2035	3.4043986	0.69287455	2827.1	POR	cytochrome p450 oxidoreductase
22933	2.40e-02	6.64e-04	0.105	3.4041747	0.3575342	1669.93	SIRT2	sirtuin 2
9948	2.40e-02	6.69e-04	0.1584	3.4021494	0.53906391	9479.36	WDR1	WD repeat domain 1
64420	2.40e-02	6.67e-04	0.1883	3.4026019	0.64087073	1680.01	SUSD1	sushi domain containing 1
1387	2.43e-02	6.77e-04	0.2432	-3.3985585	-0.82660809	871.08	CREBBP	CREB binding protein
3109	2.45e-02	6.88e-04	0.1623	3.3944102	0.55091392	7465.75	HLA-DMB	major histocompatibility complex, class II, DM beta
23165	2.45e-02	6.90e-04	0.3244	3.3934744	1.10070871	840.39	NUP205	nucleoporin 205
121536	2.45e-02	6.91e-04	0.264	-3.3931415	-0.89581844	165.71	AEBP2	AE binding protein 2
101928343	2.45e-02	6.85e-04	0.3874	-3.395579	-1.31534543	142.28	LOC101928343	uncharacterized LOC101928343
100873962	2.45e-02	6.91e-04	0.3593	-3.3932743	-1.21921641	67	LINC00278	long intergenic non-protein coding RNA 278
105369319	2.46e-02	6.97e-04	0.4926	-3.3908411	-1.67020919	48.57	LINC02705	long intergenic non-protein coding RNA 2705
107984529	2.48e-02	7.02e-04	0.6374	-3.3886459	-2.15986277	15.79	LOC107984529	
55313	2.50e-02	7.11e-04	0.2194	3.3854495	0.7428577	10585.03	CPPED1	calcineurin like phosphoesterase domain containing 1
353088	2.50e-02	7.11e-04	0.4392	-3.3852925	-1.48679722	159.38	ZNF429	zinc finger protein 429
374879	2.54e-02	7.26e-04	0.3429	-3.3796211	-1.15870925	68.17	ZNF699	zinc finger protein 699
259282	2.56e-02	7.32e-04	0.1974	-3.3773298	-0.6666271	1058.25	BOD1L1	biorientation of chromosomes in cell division 1 like 1
8338	2.56e-02	7.34e-04	0.426	-3.3765702	-1.43826754	88.69	H2AC20	H2A clustered histone 20
54543	2.57e-02	7.40e-04	0.211	-3.3743886	-0.71212695	494.49	TOMM7	translocase of outer mitochondrial membrane 7
23167	2.57e-02	7.44e-04	0.2263	3.3729485	0.76337703	2447.37	EFR3A	EFR3 homolog A
26973	2.57e-02	7.42e-04	0.5876	-3.3734335	-1.98234534	959.05	CHORDC1	cysteine and histidine rich domain containing 1
7317	2.60e-02	7.53e-04	0.1417	3.369454	0.47739989	5213.87	UBA1	ubiquitin like modifier activating enzyme 1
100526820	2.60e-02	7.56e-04	0.4005	-3.3685276	-1.34917302	32.79	CAHM	colon adenocarcinoma hypermethylated
128272	2.66e-02	7.73e-04	0.2831	-3.3622774	-0.95175106	85.06	ARHGEF19	Rho guanine nucleotide exchange factor 19
107986265	2.73e-02	8.01e-04	0.301	-3.3525873	-1.0091573	150.57	LOC107986265	
2887	2.73e-02	8.00e-04	0.2447	3.3527749	0.8202986	239.85	GRB10	growth factor receptor bound protein 10
54799	2.73e-02	8.00e-04	0.2506	-3.3529656	-0.84035819	146.23	MBTD1	mbt domain containing 1
50810	2.74e-02	8.05e-04	0.2356	-3.3510163	-0.78950362	244.85	HDGFL3	HDGF like 3
55600	2.75e-02	8.11e-04	0.7791	3.3491556	2.60927953	13.4	ITLN1	intelectin 1
154214	2.76e-02	8.13e-04	0.1744	-3.348216	-0.58389262	226.9	RNF217	ring finger protein 217
978	2.76e-02	8.16e-04	0.211	-3.3471535	-0.70638438	1471.54	CDA	cytidine deaminase
105374071	2.76e-02	8.20e-04	0.5518	3.3460425	1.84643381	144.69	LOC105374071	uncharacterized LOC105374071
9289	2.76e-02	8.18e-04	0.6311	-3.3465074	-2.11210755	41.44	ADGRG1	adhesion G protein-coupled receptor G1
8241	2.77e-02	8.25e-04	0.1381	3.3441871	0.46198527	831.65	RBM10	RNA binding motif protein 10
7009	2.78e-02	8.28e-04	0.123	3.3431797	0.41116301	33657.98	TMBIM6	transmembrane BAX inhibitor motif containing 6
7453	2.79e-02	8.34e-04	0.4404	3.3413748	1.471379	29378.39	WARS1	tryptophanyl-tRNA synthetase 1
4323	2.81e-02	8.42e-04	0.6088	3.3387086	2.03247981	16.26	MMP14	matrix metallopeptidase 14
101930164	2.82e-02	8.48e-04	0.772	3.3367702	2.57608457	25.72	LINC02555	long intergenic non-protein coding RNA 2555
126410	2.83e-02	8.55e-04	0.8145	3.334495	2.71606441	29.38	CYP4F22	cytochrome P450 family 4 subfamily F member 22
373856	2.83e-02	8.54e-04	1.0047	3.3345172	3.35012865	86.37	USP41	ubiquitin specific peptidase 41
53	2.92e-02	8.82e-04	0.4634	3.3255685	1.54117619	867.55	ACP2	acid phosphatase 2, lysosomal
387837	2.93e-02	8.89e-04	0.7642	-3.323453	-2.53989327	63.84	CLEC12B	C-type lectin domain family 12 member B
10956	2.93e-02	8.91e-04	0.0934	3.3228546	0.31036239	6418.18	OS9	OS9 endoplasmic reticulum lectin
100528016	2.96e-02	9.02e-04	0.2136	3.3194741	0.70904233	1051.68	TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)
1536	2.96e-02	9.02e-04	0.2533	3.3194182	0.84093768	23310.99	CYBB	cytochrome b-245 beta chain
100302285	2.96e-02	9.05e-04	0.1785	-3.3183828	-0.59227267	529.47	MIR1244-1	microRNA 1244-1
59345	2.97e-02	9.12e-04	0.2231	3.3163303	0.74003611	1410.55	GNB4	G protein subunit beta 4
9517	2.97e-02	9.12e-04	0.229	3.31644	0.75962472	3837.5	SPTLC2	serine palmitoyltransferase long chain base subunit 2
105374906	2.97e-02	9.15e-04	0.9844	-3.315359	-3.2637312	22.6	LOC105374906	uncharacterized LOC105374906
